type,time,latitude,longitude,alt,speed,course
T,1476282942,46.66,-96.75,324.5,0,0
T,1476282944,46.66,-96.75,324.5,0,0
T,1476282945,46.66,-96.75,325.2,0,0
T,1476282947,46.66,-96.75,325.2,0,0
T,1476282948,46.66,-96.75,327.3,0,0
T,1476282950,46.66,-96.75,327.3,0,0
T,1476282951,46.66,-96.75,327.3,0,0
T,1476282952,46.66,-96.75,327.3,0,0
T,1476282954,46.66,-96.75,322.6,0,0
T,1476282955,46.66,-96.75,322.6,1.7,347.8
T,1476282957,46.66,-96.75,322.6,1.7,347.8
T,1476282958,46.66,-96.75,319.8,0.87,218.5
T,1476282960,46.66,-96.75,319.8,0.87,218.5
T,1476282961,46.66,-96.75,316.4,0,218.5
T,1476282963,46.66,-96.75,314.7,0,218.5
T,1476282964,46.66,-96.75,314.7,1.18,354
T,1476282966,46.66,-96.75,311.9,0.72,2.1
T,1476282967,46.66,-96.75,311.9,0.72,2.1
T,1476282969,46.66,-96.75,310.3,0.46,356.8
T,1476282970,46.66,-96.75,310.3,0.46,356.8
T,1476282972,46.66,-96.75,310.3,0.46,356.8
T,1476282973,46.66,-96.75,309,0,358
T,1476282975,46.66,-96.75,309,0,358
T,1476282976,46.66,-96.75,308.7,0,358
T,1476282978,46.66,-96.75,308.7,0,358
T,1476282979,46.66,-96.75,308.4,0,358
T,1476282981,46.66,-96.75,308.4,0,358
T,1476282982,46.66,-96.75,308.4,0,358
T,1476282983,46.66,-96.75,308.4,0,358
T,1476282985,46.66,-96.75,308.4,0,358
T,1476282986,46.66,-96.75,308.4,0,358
T,1476282988,46.66,-96.75,308.4,0,358
T,1476282989,46.66,-96.75,308.4,0,358
T,1476282991,46.66,-96.75,308.4,0,358
T,1476282992,46.66,-96.75,308.4,0,358
T,1476282994,46.66,-96.75,308.1,0.46,346.3
T,1476282995,46.66,-96.75,308.1,0.46,346.3
T,1476282996,46.66,-96.75,308,0.46,348.7
T,1476282998,46.66,-96.75,308,0.46,348.7
T,1476282999,46.66,-96.75,307.9,0,358.8
T,1476283001,46.66,-96.75,307.9,0,358.8
T,1476283002,46.66,-96.75,307.8,0.51,7.5
T,1476283004,46.66,-96.75,307.8,0.51,7.5
T,1476283005,46.66,-96.75,307.8,0.46,343.3
T,1476283007,46.66,-96.75,307.8,0.46,343.3
T,1476283008,46.66,-96.75,307.8,0.51,324
T,1476283010,46.66,-96.75,307.8,0.51,324
T,1476283011,46.66,-96.75,307.8,0.51,324
T,1476283012,46.66,-96.75,307.8,0,324
T,1476283014,46.66,-96.75,307.9,0,324
T,1476283015,46.66,-96.75,307.9,0,282.1
T,1476283017,46.66,-96.75,307.9,0,282.1
T,1476283018,46.66,-96.75,307.9,0,282.1
T,1476283020,46.66,-96.75,307.9,0,282.1
T,1476283021,46.66,-96.75,307.9,0,282.1
T,1476283023,46.66,-96.75,307.9,0,282.1
T,1476283024,46.66,-96.75,307.9,0,282.1
T,1476283026,46.66,-96.75,307.9,0,282.1
T,1476283027,46.66,-96.75,307.9,0,282.1
T,1476283028,46.66,-96.75,307.9,0,282.1
T,1476283030,46.66,-96.75,307.9,0,282.1
T,1476283031,46.66,-96.75,307.9,0,282.1
T,1476283033,46.66,-96.75,307.3,0,282.1
T,1476283034,46.66,-96.75,307.3,0,282.1
T,1476283036,46.66,-96.75,307.3,0,282.1
T,1476283037,46.66,-96.75,307.3,0,282.1
T,1476283039,46.66,-96.75,306.8,0,139.3
T,1476283040,46.66,-96.75,306.8,0,139.3
T,1476283041,46.66,-96.75,306.8,0,139.3
T,1476283043,46.66,-96.75,306.8,0,139.3
T,1476283044,46.66,-96.75,306.8,0,139.3
T,1476283046,46.66,-96.75,306.8,0,139.3
T,1476283047,46.66,-96.75,306.8,0,139.3
T,1476283049,46.66,-96.75,306.8,0,139.3
T,1476283050,46.66,-96.75,306.8,0,139.3
T,1476283052,46.66,-96.75,306.8,0,139.3
T,1476283053,46.66,-96.75,306.8,0,139.3
T,1476283055,46.66,-96.75,306.8,0,139.3
T,1476283056,46.66,-96.75,306.8,0,139.3
T,1476283057,46.66,-96.75,306.8,0,139.3
T,1476283059,46.66,-96.75,306.8,0,139.3
T,1476283060,46.66,-96.75,306.8,0,139.3
T,1476283062,46.66,-96.75,306.8,0,139.3
T,1476283063,46.66,-96.75,306.8,0,139.3
T,1476283065,46.66,-96.75,306.8,0,139.3
T,1476283066,46.66,-96.75,306.8,0,139.3
T,1476283068,46.66,-96.75,306.8,0,139.3
T,1476283069,46.66,-96.75,306.8,0,139.3
T,1476283071,46.66,-96.75,306.8,0,139.3
T,1476283072,46.66,-96.75,306.8,0,139.3
T,1476283073,46.66,-96.75,306.8,0,139.3
T,1476283075,46.66,-96.75,306.8,0,139.3
T,1476283076,46.66,-96.75,306.8,0,139.3
T,1476283078,46.66,-96.75,306.8,0,139.3
T,1476283079,46.66,-96.75,306.8,0,139.3
T,1476283081,46.66,-96.75,306.8,0,139.3
T,1476283082,46.66,-96.75,306.8,0,139.3
T,1476283084,46.66,-96.75,306.8,0,139.3
T,1476283085,46.66,-96.75,306.8,0,139.3
T,1476283087,46.66,-96.75,302.3,0.46,162.6
T,1476283088,46.66,-96.75,302.3,0.46,162.6
T,1476283089,46.66,-96.75,302.2,0,162.6
T,1476283091,46.66,-96.75,302.2,0,162.6
T,1476283092,46.66,-96.75,302.2,0,162.6
T,1476283094,46.66,-96.75,302.2,0,162.6
T,1476283095,46.66,-96.75,302.2,0,162.6
T,1476283097,46.66,-96.75,302.2,0,162.6
T,1476283098,46.66,-96.75,302.2,0,162.6
T,1476283100,46.66,-96.75,302.2,0,162.6
T,1476283101,46.66,-96.75,302.2,0,162.6
T,1476283102,46.66,-96.75,302.2,0,162.6
T,1476283104,46.66,-96.75,302.2,0,162.6
T,1476283105,46.66,-96.75,300.6,0.41,260.8
T,1476283107,46.66,-96.75,300.6,0.41,260.8
T,1476283108,46.66,-96.75,300.6,0,260.8
T,1476283110,46.66,-96.75,300.6,0,260.8
T,1476283111,46.66,-96.75,300.6,0,260.8
T,1476283113,46.66,-96.75,300.6,0,260.8
T,1476283114,46.66,-96.75,300.6,0,260.8
T,1476283116,46.66,-96.75,300.6,0,260.8
T,1476283117,46.66,-96.75,300.4,0.57,4.3
T,1476283118,46.66,-96.75,300.4,0.57,4.3
T,1476283120,46.66,-96.75,300.3,0.77,33.6
T,1476283121,46.66,-96.75,300.3,0.77,33.6
T,1476283123,46.66,-96.75,300.1,1.18,62.2
T,1476283124,46.66,-96.75,300.1,1.18,62.2
T,1476283126,46.66,-96.75,299.2,1.39,74
T,1476283127,46.66,-96.75,299.2,1.39,74
T,1476283129,46.66,-96.75,297.6,0.62,122.2
T,1476283130,46.66,-96.75,297.6,0.62,122.2
T,1476283132,46.66,-96.75,295.9,0.62,118.7
T,1476283133,46.66,-96.75,295.9,0.62,118.7
T,1476283134,46.66,-96.75,294.9,0,118.7
T,1476283136,46.66,-96.75,294.9,0,118.7
T,1476283137,46.66,-96.75,294.2,0,283.1
T,1476283139,46.66,-96.75,294.2,0,283.1
T,1476283140,46.66,-96.75,293.9,0.62,340.9
T,1476283142,46.66,-96.75,293.9,0.62,340.9
T,1476283143,46.66,-96.75,293.3,0,355.5
T,1476283145,46.66,-96.75,293.3,0,355.5
T,1476283146,46.66,-96.75,293.2,0,355.5
T,1476283147,46.66,-96.75,293.2,0,355.5
T,1476283149,46.66,-96.75,292.5,0,355.5
T,1476283150,46.66,-96.75,292.5,0,355.5
T,1476283152,46.66,-96.75,292.5,0,355.5
T,1476283153,46.66,-96.75,291.8,0,355.5
T,1476283155,46.66,-96.75,291.8,0,355.5
T,1476283156,46.66,-96.75,291.8,0,355.5
T,1476283158,46.66,-96.75,291.8,0,355.5
T,1476283159,46.66,-96.75,291.8,0,355.5
T,1476283160,46.66,-96.75,291.8,0,355.5
T,1476283162,46.66,-96.75,290.7,0.67,263
T,1476283163,46.66,-96.75,290.7,0.67,263
T,1476283165,46.66,-96.75,290.5,0,255.7
T,1476283166,46.66,-96.75,290.5,0,255.7
T,1476283168,46.66,-96.75,290.4,0,255.7
T,1476283169,46.66,-96.75,290.4,0,255.7
T,1476283171,46.66,-96.75,290.4,0,255.7
T,1476283172,46.66,-96.75,290.4,0,255.7
T,1476283174,46.66,-96.75,290.2,0,255.7
T,1476283175,46.66,-96.75,290.2,0,255.7
T,1476283176,46.66,-96.75,290.1,0.46,246.5
T,1476283178,46.66,-96.75,290.1,0.46,246.5
T,1476283179,46.66,-96.75,290.1,0,246.5
T,1476283181,46.66,-96.75,290.1,0,246.5
T,1476283182,46.66,-96.75,290.1,0,246.5
T,1476283184,46.66,-96.75,290.1,0,246.5
T,1476283185,46.66,-96.75,290.1,0,246.5
T,1476283187,46.66,-96.75,290.1,0,246.5
T,1476283188,46.66,-96.75,290.1,0,246.5
T,1476283190,46.66,-96.75,290.1,0,246.5
T,1476283191,46.66,-96.75,290.1,0,246.5
T,1476283193,46.66,-96.75,290.1,0,246.5
T,1476283194,46.66,-96.75,290.1,0,246.5
T,1476283196,46.66,-96.75,290.1,0,246.5
T,1476283197,46.66,-96.75,290.1,0,16.2
T,1476283198,46.66,-96.75,290.1,0,16.2
T,1476283200,46.66,-96.75,290.1,0,16.2
T,1476283201,46.66,-96.75,290.1,0,16.2
T,1476283203,46.66,-96.75,290.1,0,16.2
T,1476283204,46.66,-96.75,290.1,0,16.2
T,1476283206,46.66,-96.75,290.1,0,16.2
T,1476283207,46.66,-96.75,289.7,0.57,25.4
T,1476283209,46.66,-96.75,289.7,0.57,25.4
T,1476283210,46.66,-96.75,289.1,0,25.4
T,1476283211,46.66,-96.75,289.1,0,25.4
T,1476283213,46.66,-96.75,288.1,0,25.4
T,1476283214,46.66,-96.75,288.1,0,25.4
T,1476283216,46.66,-96.75,287.2,0,25.4
T,1476283217,46.66,-96.75,287.2,0,25.4
T,1476283219,46.66,-96.75,287,0,25.4
T,1476283220,46.66,-96.75,287,0,25.4
T,1476283222,46.66,-96.75,286.7,0,25.4
T,1476283223,46.66,-96.75,286.7,0,25.4
T,1476283224,46.66,-96.75,286.7,0,25.4
T,1476283226,46.66,-96.75,286.7,0,25.4
T,1476283227,46.66,-96.75,286.7,0,25.4
T,1476283229,46.66,-96.75,286.7,0,25.4
T,1476283230,46.66,-96.75,286.7,0,25.4
T,1476283232,46.66,-96.75,286.7,0,25.4
T,1476283233,46.66,-96.75,286.7,0,25.4
T,1476283235,46.66,-96.75,286.7,0,25.4
T,1476283236,46.66,-96.75,286.7,0,25.4
T,1476283238,46.66,-96.75,286.7,0,25.4
T,1476283239,46.66,-96.75,286.7,0,25.4
T,1476283240,46.66,-96.75,286.7,0,25.4
T,1476283242,46.66,-96.75,286.7,0,25.4
T,1476283243,46.66,-96.75,286.7,0,25.4
T,1476283245,46.66,-96.75,286.7,0,25.4
T,1476283246,46.66,-96.75,286.7,0.67,282.3
T,1476283248,46.66,-96.75,286.7,0.67,282.3
T,1476283249,46.66,-96.75,286.8,0.62,249.1
T,1476283251,46.66,-96.75,286.8,0.62,249.1
T,1476283252,46.66,-96.75,286.5,0.51,266.2
T,1476283253,46.66,-96.75,286.5,0.51,266.2
T,1476283255,46.66,-96.75,285.7,0,266.2
T,1476283256,46.66,-96.75,285.7,0,266.2
T,1476283258,46.66,-96.75,285.5,0,266.2
T,1476283259,46.66,-96.75,285.5,0,266.2
T,1476283261,46.66,-96.75,285.1,0,266.2
T,1476283262,46.66,-96.75,285.1,0,266.2
T,1476283264,46.66,-96.75,285,0,266.2
T,1476283265,46.66,-96.75,285,0,266.2
T,1476283266,46.66,-96.75,285,0,266.2
T,1476283268,46.66,-96.75,285,0,266.2
T,1476283269,46.66,-96.75,285,0,266.2
T,1476283271,46.66,-96.75,285,0,266.2
T,1476283272,46.66,-96.75,284.7,0.57,0
T,1476283274,46.66,-96.75,284.7,0.57,0
T,1476283275,46.66,-96.75,285.1,0.46,352
T,1476283277,46.66,-96.75,285.1,0.46,352
T,1476283278,46.66,-96.75,285.9,0.51,10.3
T,1476283280,46.66,-96.75,285.9,0.51,10.3
T,1476283281,46.66,-96.75,286.2,0,10.8
T,1476283283,46.66,-96.75,286.2,0,10.8
T,1476283284,46.66,-96.75,285.9,0,10.8
T,1476283285,46.66,-96.75,285.9,0,10.8
T,1476283287,46.66,-96.75,285.6,0,10.8
T,1476283288,46.66,-96.75,285.6,0,10.8
T,1476283290,46.66,-96.75,285.6,0,10.8
T,1476283291,46.66,-96.75,285.6,0,10.8
T,1476283293,46.66,-96.75,285.6,0,10.8
T,1476283294,46.66,-96.75,285.6,0,10.8
T,1476283295,46.66,-96.75,285.6,0,10.8
T,1476283297,46.66,-96.75,285.6,0,10.8
T,1476283298,46.66,-96.75,285.6,0,10.8
T,1476283300,46.66,-96.75,285.6,0,10.8
T,1476283301,46.66,-96.75,285.6,0,10.8
T,1476283303,46.66,-96.75,285.4,0,10.8
T,1476283304,46.66,-96.75,285.4,0,10.8
T,1476283306,46.66,-96.75,285.4,0,10.8
T,1476283307,46.66,-96.75,285.4,0,10.8
T,1476283309,46.66,-96.75,285.4,0,10.8
T,1476283310,46.66,-96.75,285.4,0,10.8
T,1476283311,46.66,-96.75,285.4,0,10.8
T,1476283313,46.66,-96.75,285.4,0,10.8
T,1476283314,46.66,-96.75,285.4,0,10.8
T,1476283316,46.66,-96.75,285.4,0,10.8
T,1476283317,46.66,-96.75,285.4,0,10.8
T,1476283319,46.66,-96.75,285.4,0,10.8
T,1476283320,46.66,-96.75,285.4,0,10.8
T,1476283322,46.66,-96.75,285.4,0,10.8
T,1476283323,46.66,-96.75,285.4,0,10.8
T,1476283325,46.66,-96.75,285.4,0,10.8
T,1476283326,46.66,-96.75,285.4,0,10.8
T,1476283328,46.66,-96.75,285.4,0,10.8
T,1476283329,46.66,-96.75,285.4,0,10.8
T,1476283331,46.66,-96.75,285.4,0,10.8
T,1476283332,46.66,-96.75,285.4,0,10.8
T,1476283333,46.66,-96.75,285.4,0,10.8
T,1476283335,46.66,-96.75,282.1,0,10.8
T,1476283336,46.66,-96.75,282.1,0.46,29.2
T,1476283338,46.66,-96.75,282.1,0.46,29.2
T,1476283339,46.66,-96.75,281.8,0,31
T,1476283341,46.66,-96.75,281.8,0,31
T,1476283342,46.66,-96.75,281.6,0.41,25.8
T,1476283344,46.66,-96.75,281.6,0.41,25.8
T,1476283345,46.66,-96.75,281.3,0,24.1
T,1476283346,46.66,-96.75,281.3,0,24.1
T,1476283348,46.66,-96.75,280.1,0.46,17.7
T,1476283349,46.66,-96.75,280.1,0.46,17.7
T,1476283351,46.66,-96.75,279.6,0.72,24
T,1476283352,46.66,-96.75,279.6,0.72,24
T,1476283354,46.66,-96.75,278.9,0,20.4
T,1476283355,46.66,-96.75,278.9,0,20.4
T,1476283357,46.66,-96.75,278.2,0,20.4
T,1476283358,46.66,-96.75,278.2,0,20.4
T,1476283359,46.66,-96.75,278,0.41,22.5
T,1476283361,46.66,-96.75,278,0.41,22.5
T,1476283362,46.66,-96.75,277.7,0,23.6
T,1476283364,46.66,-96.75,277.7,0,23.6
T,1476283365,46.66,-96.75,277.7,0,23.6
T,1476283367,46.66,-96.75,277.7,0,23.6
T,1476283368,46.66,-96.75,277.7,0,23.6
T,1476283370,46.66,-96.75,277.7,0,23.6
T,1476283371,46.66,-96.75,277.7,0,23.6
T,1476283373,46.66,-96.75,277.7,0,23.6
T,1476283374,46.66,-96.75,277.3,0,23.6
T,1476283376,46.66,-96.75,277.3,0,23.6
T,1476283377,46.66,-96.75,277.3,0,23.6
T,1476283378,46.66,-96.75,277.3,0,23.6
T,1476283380,46.66,-96.75,277.3,0,23.6
T,1476283381,46.66,-96.75,277.3,0,23.6
T,1476283383,46.66,-96.75,277.3,0,23.6
T,1476283384,46.66,-96.75,277.3,0,23.6
T,1476283386,46.66,-96.75,277.3,0,23.6
T,1476283387,46.66,-96.75,277.3,0,23.6
T,1476283389,46.66,-96.75,277.3,0,23.6
T,1476283390,46.66,-96.75,277.3,0,23.6
T,1476283392,46.66,-96.75,277.3,0,23.6
T,1476283393,46.66,-96.75,277.3,0,23.6
T,1476283395,46.66,-96.75,277.3,0,23.6
T,1476283396,46.66,-96.75,277.3,0,23.6
T,1476283397,46.66,-96.75,277.3,0,23.6
T,1476283399,46.66,-96.75,278.2,0.77,28
T,1476283400,46.66,-96.75,278.2,0.77,28
T,1476283402,46.66,-96.75,278,0,22.1
T,1476283403,46.66,-96.75,278,0,22.1
T,1476283405,46.66,-96.75,277.6,0,22.1
T,1476283406,46.66,-96.75,277.6,0,22.1
T,1476283407,46.66,-96.75,277.5,0,22.1
T,1476283409,46.66,-96.75,277.5,0,22.1
T,1476283410,46.66,-96.75,277.3,0,22.1
T,1476283412,46.66,-96.75,277.3,0,22.1
T,1476283413,46.66,-96.75,277.3,0,22.1
T,1476283415,46.66,-96.75,277.3,0,22.1
T,1476283416,46.66,-96.75,277.3,0,22.1
T,1476283418,46.66,-96.75,277.3,0,22.1
T,1476283419,46.66,-96.75,277.3,0,22.1
T,1476283420,46.66,-96.75,277.3,0,22.1
T,1476283422,46.66,-96.75,277.3,0,22.1
T,1476283423,46.66,-96.75,277.3,0,22.1
T,1476283425,46.66,-96.75,277.3,0,22.1
T,1476283426,46.66,-96.75,277.3,0,22.1
T,1476283428,46.66,-96.75,277.3,0,22.1
T,1476283429,46.66,-96.75,277.3,0,22.1
T,1476283431,46.66,-96.75,277.3,0,22.1
T,1476283432,46.66,-96.75,277.3,0,22.1
T,1476283434,46.66,-96.75,277.3,0,22.1
T,1476283435,46.66,-96.75,277.3,0,22.1
T,1476283436,46.66,-96.75,277.3,0,22.1
T,1476283438,46.66,-96.75,277.3,0,22.1
T,1476283439,46.66,-96.75,277.3,0,22.1
T,1476283441,46.66,-96.75,277.3,0,22.1
T,1476283442,46.66,-96.75,277.3,0,22.1
T,1476283444,46.66,-96.75,277.3,0,22.1
T,1476283445,46.66,-96.75,277.3,0,22.1
T,1476283447,46.66,-96.75,278.8,0,22.1
T,1476283448,46.66,-96.75,278.8,0,22.1
T,1476283450,46.66,-96.75,278.8,0,22.1
T,1476283451,46.66,-96.75,278.8,0,22.1
T,1476283453,46.66,-96.75,278.8,0,22.1
T,1476283454,46.66,-96.75,278.8,0,22.1
T,1476283455,46.66,-96.75,278.8,0,22.1
T,1476283457,46.66,-96.75,278.8,0,22.1
T,1476283458,46.66,-96.75,278.8,0,22.1
T,1476283460,46.66,-96.75,278.8,0,22.1
T,1476283461,46.66,-96.75,278.8,0,22.1
T,1476283463,46.66,-96.75,278.8,0,22.1
T,1476283464,46.66,-96.75,278.8,0,22.1
T,1476283466,46.66,-96.75,278.8,0,22.1
T,1476283467,46.66,-96.75,278.8,0,22.1
T,1476283469,46.66,-96.75,278.8,0,22.1
T,1476283470,46.66,-96.75,278.8,0,22.1
T,1476283472,46.66,-96.75,278.8,0,22.1
T,1476283473,46.66,-96.75,278.8,0,22.1
T,1476283474,46.66,-96.75,278.8,0,22.1
T,1476283476,46.66,-96.75,278.8,0,22.1
T,1476283477,46.66,-96.75,278.8,0,22.1
T,1476283479,46.66,-96.75,278.8,0,22.1
T,1476283480,46.66,-96.75,277.2,0.46,5.5
T,1476283482,46.66,-96.75,277.2,0.46,5.5
T,1476283483,46.66,-96.75,277,0,12.8
T,1476283484,46.66,-96.75,277,0,12.8
T,1476283486,46.66,-96.75,276.7,0,12.8
T,1476283487,46.66,-96.75,276.7,0,12.8
T,1476283489,46.66,-96.75,276.7,0,12.8
T,1476283490,46.66,-96.75,276.7,0,12.8
T,1476283492,46.66,-96.75,276.5,0,12.8
T,1476283493,46.66,-96.75,276.5,0,12.8
T,1476283495,46.66,-96.75,276.5,0,12.8
T,1476283496,46.66,-96.75,276.5,0,12.8
T,1476283497,46.66,-96.75,276.3,0.46,216.8
T,1476283499,46.66,-96.75,276.3,0.46,216.8
T,1476283500,46.66,-96.75,276.4,0.57,207.4
T,1476283502,46.66,-96.75,276.4,0.57,207.4
T,1476283503,46.66,-96.75,276.6,0,207.4
T,1476283505,46.66,-96.75,276.6,0,207.4
T,1476283506,46.66,-96.75,276.7,0,207.4
T,1476283508,46.66,-96.75,276.7,0,207.4
T,1476283509,46.66,-96.75,276.5,0,207.4
T,1476283510,46.66,-96.75,276.5,0,207.4
T,1476283512,46.66,-96.75,276.3,0,207.4
T,1476283513,46.66,-96.75,276.3,0,207.4
T,1476283515,46.66,-96.75,276.3,0,207.4
T,1476283516,46.66,-96.75,276.3,0,207.4
T,1476283518,46.66,-96.75,276.3,0,207.4
T,1476283519,46.66,-96.75,276.3,0,207.4
T,1476283521,46.66,-96.75,276.3,0,207.4
T,1476283522,46.66,-96.75,276.3,0,207.4
T,1476283524,46.66,-96.75,276.3,0,207.4
T,1476283525,46.66,-96.75,276.3,0,207.4
T,1476283527,46.66,-96.75,276.3,0,207.4
T,1476283528,46.66,-96.75,276.3,0,207.4
T,1476283529,46.66,-96.75,276.3,0,207.4
T,1476283531,46.66,-96.75,276.3,0,207.4
T,1476283532,46.66,-96.75,276.3,0,207.4
T,1476283534,46.66,-96.75,276.3,0,207.4
T,1476283535,46.66,-96.75,276.3,0,207.4
T,1476283537,46.66,-96.75,276.3,0,207.4
T,1476283538,46.66,-96.75,276.3,0,207.4
T,1476283540,46.66,-96.75,276.3,0,207.4
T,1476283541,46.66,-96.75,276.3,0,207.4
T,1476283543,46.66,-96.75,276.3,0,207.4
T,1476283544,46.66,-96.75,276.3,0,207.4
T,1476283546,46.66,-96.75,274.2,0,207.4
T,1476283547,46.66,-96.75,274.2,0,207.4
T,1476283548,46.66,-96.75,274.2,0,207.4
T,1476283550,46.66,-96.75,274.2,0,207.4
T,1476283551,46.66,-96.75,274.2,0,207.4
T,1476283553,46.66,-96.75,274.2,0,207.4
T,1476283554,46.66,-96.75,274.2,0,207.4
T,1476283556,46.66,-96.75,274.2,0,207.4
T,1476283557,46.66,-96.75,274.2,0,207.4
T,1476283559,46.66,-96.75,274.2,0,207.4
T,1476283560,46.66,-96.75,274.2,0,207.4
T,1476283562,46.66,-96.75,274.2,0,207.4
T,1476283563,46.66,-96.75,274.2,0,207.4
T,1476283565,46.66,-96.75,274.2,0,207.4
T,1476283566,46.66,-96.75,274.2,0,207.4
T,1476283568,46.66,-96.75,274.2,0,207.4
T,1476283569,46.66,-96.75,274.2,0,207.4
T,1476283570,46.66,-96.75,274.2,0,207.4
T,1476283572,46.66,-96.75,274.2,0,207.4
T,1476283573,46.66,-96.75,274.2,0,207.4
T,1476283575,46.66,-96.75,274.2,0,207.4
T,1476283576,46.66,-96.75,274.2,0,207.4
T,1476283578,46.66,-96.75,274.2,0,207.4
T,1476283579,46.66,-96.75,273.7,0,207.4
T,1476283581,46.66,-96.75,273.7,0,207.4
T,1476283582,46.66,-96.75,273.7,0,207.4
T,1476283584,46.66,-96.75,273.7,0,207.4
T,1476283585,46.66,-96.75,273.7,0,207.4
T,1476283587,46.66,-96.75,273.7,0,207.4
T,1476283588,46.66,-96.75,273.8,0,25.2
T,1476283589,46.66,-96.75,273.8,0,25.2
T,1476283591,46.66,-96.75,273.8,0,25.2
T,1476283592,46.66,-96.75,273.8,0,25.2
T,1476283594,46.66,-96.75,273.8,0,25.2
T,1476283595,46.66,-96.75,273.8,0,25.2
T,1476283597,46.66,-96.75,273.3,0.46,23.9
T,1476283598,46.66,-96.75,273.3,0.46,23.9
T,1476283600,46.66,-96.75,273.4,0,23.5
T,1476283601,46.66,-96.75,273.4,0,23.5
T,1476283603,46.66,-96.75,273.4,0,23.5
T,1476283604,46.66,-96.75,273.4,0,23.5
T,1476283606,46.66,-96.75,273.4,0,23.5
T,1476283607,46.66,-96.75,273.4,0,23.5
T,1476283609,46.66,-96.75,273.4,0,23.5
T,1476283610,46.66,-96.75,273.4,0,23.5
T,1476283611,46.66,-96.75,273.4,0,23.5
T,1476283613,46.66,-96.75,273.4,0,23.5
T,1476283614,46.66,-96.75,273.4,0,23.5
T,1476283616,46.66,-96.75,273.4,0,23.5
T,1476283617,46.66,-96.75,273.4,0,23.5
T,1476283619,46.66,-96.75,273.4,0,23.5
T,1476283620,46.66,-96.75,273.4,0,23.5
T,1476283622,46.66,-96.75,273.4,0,23.5
T,1476283623,46.66,-96.75,273.4,0,23.5
T,1476283624,46.66,-96.75,273.4,0,23.5
T,1476283626,46.66,-96.75,273.4,0,23.5
T,1476283627,46.66,-96.75,273.4,0,23.5
T,1476283629,46.66,-96.75,273.4,0,23.5
T,1476283630,46.66,-96.75,273.4,0,23.5
T,1476283632,46.66,-96.75,273.4,0,23.5
T,1476283633,46.66,-96.75,273.4,0,23.5
T,1476283635,46.66,-96.75,273.4,0,23.5
T,1476283636,46.66,-96.75,273.4,0,23.5
T,1476283637,46.66,-96.75,273.4,0,23.5
T,1476283639,46.66,-96.75,273.4,0,23.5
T,1476283640,46.66,-96.75,273.4,0,23.5
T,1476283642,46.66,-96.75,273,0,25.9
T,1476283643,46.66,-96.75,273,0,25.9
T,1476283645,46.66,-96.75,273,0,25.9
T,1476283646,46.66,-96.75,273,0,25.9
T,1476283647,46.66,-96.75,273,0,25.9
T,1476283649,46.66,-96.75,273,0,25.9
T,1476283650,46.66,-96.75,273,0,25.9
T,1476283652,46.66,-96.75,273,0,25.9
T,1476283653,46.66,-96.75,273,0,25.9
T,1476283655,46.66,-96.75,273,0,25.9
T,1476283656,46.66,-96.75,273,0,25.9
T,1476283658,46.66,-96.75,273,0,25.9
T,1476283659,46.66,-96.75,272.6,0,28.9
T,1476283660,46.66,-96.75,272.6,0,28.9
T,1476283662,46.66,-96.75,272.8,0,28.9
T,1476283663,46.66,-96.75,272.8,0.72,26.7
T,1476283665,46.66,-96.75,272.8,0.72,26.7
T,1476283666,46.66,-96.75,272.9,0.72,22.1
T,1476283668,46.66,-96.75,272.9,0.72,22.1
T,1476283669,46.66,-96.75,272.9,0,20.8
T,1476283670,46.66,-96.75,272.9,0,20.8
T,1476283672,46.66,-96.75,272.9,0.62,21.5
T,1476283673,46.66,-96.75,272.9,0.62,21.5
T,1476283675,46.66,-96.75,272.7,0,17.9
T,1476283676,46.66,-96.75,272.7,0,17.9
T,1476283678,46.66,-96.75,272.2,0,17.9
T,1476283679,46.66,-96.75,272.2,0,17.9
T,1476283681,46.66,-96.75,272,0,17.9
T,1476283682,46.66,-96.75,272,0,17.9
T,1476283683,46.66,-96.75,272,0,17.9
T,1476283685,46.66,-96.75,272,0,17.9
T,1476283686,46.66,-96.75,272,0,17.9
T,1476283688,46.66,-96.75,272,0,17.9
T,1476283689,46.66,-96.75,272,0,17.9
T,1476283691,46.66,-96.75,272,0,17.9
T,1476283692,46.66,-96.75,272.4,0.62,2.6
T,1476283694,46.66,-96.75,272.4,0.62,2.6
T,1476283695,46.66,-96.75,272.3,0.77,20.1
T,1476283697,46.66,-96.75,272.3,0.77,20.1
T,1476283698,46.66,-96.75,272.2,0,27.7
T,1476283700,46.66,-96.75,272.2,0,27.7
T,1476283701,46.66,-96.75,272,0,27.7
T,1476283702,46.66,-96.75,272,0,27.7
T,1476283704,46.66,-96.75,271.9,0,27.7
T,1476283705,46.66,-96.75,271.9,0,27.7
T,1476283707,46.66,-96.75,271.9,0,27.7
T,1476283708,46.66,-96.75,271.9,0,27.7
T,1476283710,46.66,-96.75,271.9,0,27.7
T,1476283711,46.66,-96.75,271.9,0,27.7
T,1476283713,46.66,-96.75,271.9,0,27.7
T,1476283714,46.66,-96.75,271.8,0,27.7
T,1476283716,46.66,-96.75,271.8,0,27.7
T,1476283717,46.66,-96.75,271.8,0,27.7
T,1476283719,46.66,-96.75,271.8,0,27.7
T,1476283720,46.66,-96.75,271.8,0,27.7
T,1476283722,46.66,-96.75,271.8,0,27.7
